event_name,event_date,event_status
"Campus Journalism and Financial Literacy Orientation",2025-02-04,Completed
"University-Wide Environmental Awareness Seminar",2026-09-19,Upcoming
"Faculty Business Management Training",2026-06-30,Upcoming
"Language and Literature and Hospitality Mentoring Day",2023-01-16,Completed
"University-Wide Science Education Expo",2026-05-13,Upcoming
"Digital Literacy Orientation",2026-04-06,Completed
"Regional Arts and Culture Symposium",2025-02-06,Completed
"Data Analytics Bootcamp",2026-03-27,Completed
"Faculty Research Camp",2024-11-11,Completed
"Disaster Preparedness and Community Outreach Showcase",2025-07-22,Completed
"College Robotics Expo",2025-09-06,Completed
"Athletics and Robotics Congress",2025-05-30,Completed
"Future-Ready Innovation Camp",2024-05-01,Completed
"Research Workshop",2025-10-16,Completed
"Science Education Training",2025-02-21,Completed
"Career Development Showcase",2023-08-04,Completed
"College Digital Literacy Showcase",2024-08-14,Completed
"Nursing Care Mentoring Day",2026-06-01,Upcoming
"Student Government and Digital Literacy Assembly",2026-07-13,Upcoming
"Student Government Showcase",2024-11-28,Completed
"Campus Tourism Assembly",2026-07-29,Upcoming
"Disaster Preparedness Colloquium",2023-04-09,Completed
"Data Analytics and Disaster Preparedness Expo",2023-12-31,Completed
"Nursing Care and Digital Literacy Bootcamp",2025-02-28,Completed
"Interdepartmental Inclusive Education Assembly",2024-10-22,Completed
"Nursing Care and Hospitality Bootcamp",2026-12-29,Upcoming
"Campus Journalism Workshop",2024-11-26,Completed
"Regional Financial Literacy Mentoring Day",2024-11-03,Completed
"Campus Journalism Workshop",2026-08-07,Upcoming
"Future-Ready Hospitality Forum",2025-01-23,Completed
"Hospitality and Campus Journalism Workshop",2025-11-27,Completed
"Community Community Outreach Dialogue",2026-05-06,Upcoming
"Creative Engineering Design Assembly",2024-09-21,Completed
"Leadership and Volunteerism Assembly",2026-07-02,Upcoming
"Sustainability and Leadership Dialogue",2025-01-21,Completed
"Financial Literacy Seminar",2026-01-23,Completed
"Future-Ready Sustainability Seminar",2024-08-03,Completed
"Volunteerism and Digital Literacy Orientation",2024-12-04,Completed
"Volunteerism Showcase",2026-06-29,Upcoming
"Future-Ready Financial Literacy Training",2023-12-25,Completed
"Debate and Robotics Conference",2025-10-10,Completed
"Engineering Design Colloquium",2023-04-01,Completed
"Inclusive Education and Hospitality Camp",2026-09-29,Upcoming
"Interdepartmental Debate Orientation",2023-08-18,Completed
"Annual Health Awareness Congress",2024-12-03,Completed
"Athletics Learning Session",2023-04-29,Completed
"Disaster Preparedness Forum",2024-04-19,Completed
"Media Production and Research Series",2025-02-27,Completed
"Campus Inclusive Education Symposium",2025-05-28,Completed
"Psychology Series",2025-09-21,Completed
"Hospitality Mentoring Day",2026-03-02,Completed
"Robotics Bootcamp",2024-05-26,Completed
"Regional Environmental Awareness Fair",2024-04-08,Completed
"Innovation Workshop",2023-02-22,Completed
"Young Leaders Inclusive Education Orientation",2025-01-28,Completed
"Environmental Awareness and Mental Health Learning Session",2025-01-24,Completed
"Faculty Campus Journalism Seminar",2023-04-12,Completed
"Science Education Seminar",2023-05-14,Completed
"Cybersecurity Seminar",2024-01-14,Completed
"Digital Literacy and Data Analytics Learning Session",2024-10-29,Completed
"Innovation Showcase",2025-05-09,Completed
"Faculty Digital Literacy Seminar",2025-09-08,Completed
"Wellness and Digital Literacy Assembly",2024-07-12,Completed
"Tourism Dialogue",2025-10-17,Completed
"Media Production Mentoring Day",2026-08-27,Upcoming
"Research Dialogue",2023-10-13,Completed
"Tourism and Financial Literacy Seminar",2023-12-25,Completed
"Tourism and Inclusive Education Bootcamp",2023-05-23,Completed
"Hospitality and Innovation Orientation",2024-04-27,Completed
"Career Development Assembly",2026-09-23,Upcoming
"Debate Dialogue",2026-11-06,Upcoming
"Service Learning Summit",2026-05-09,Upcoming
"Applied Volunteerism Showcase",2026-02-02,Completed
"Hospitality Dialogue",2025-03-23,Completed
"Media Production and Career Development Expo",2026-02-21,Completed
"Regional Health Awareness Conference",2025-08-21,Completed
"Inclusive Robotics Learning Session",2023-03-03,Completed
"Research and Public Speaking Fair",2026-09-04,Upcoming
"University-Wide Campus Journalism Seminar",2025-03-03,Completed
"Cybersecurity and Research Colloquium",2026-10-08,Upcoming
"Interdepartmental Innovation Learning Session",2025-05-05,Completed
"Sustainability Showcase",2024-12-02,Completed
"Mental Health and Volunteerism Summit",2026-09-03,Upcoming
"Mental Health Summit",2023-10-21,Completed
"College Mental Health Bootcamp",2024-11-17,Completed
"Psychology Camp",2026-01-17,Completed
"Cybersecurity and Wellness Camp",2026-07-01,Upcoming
"Faculty Robotics Conference",2025-04-17,Completed
"Tourism Orientation",2023-01-27,Completed
"Future-Ready Entrepreneurship Orientation",2024-10-18,Completed
"Hospitality and Digital Literacy Camp",2025-07-09,Completed
"Academic Excellence and Student Government Orientation",2023-06-22,Completed
"Disaster Preparedness and Innovation Camp",2023-12-24,Completed
"Sustainability and Inclusive Education Orientation",2026-11-27,Upcoming
"Academic Excellence Summit",2023-03-22,Completed
"Health Awareness and Sustainability Fair",2023-02-22,Completed
"Arts and Culture Dialogue",2023-08-06,Completed
"University-Wide Environmental Awareness Dialogue",2026-08-25,Upcoming
"Media Production Learning Session",2026-02-01,Completed
"Community Outreach Conference",2025-12-26,Completed
"Debate Summit",2026-07-21,Upcoming
"Community Mental Health Workshop",2026-09-01,Upcoming
"College Data Analytics Forum",2023-12-05,Completed
"Hospitality Forum",2024-06-11,Completed
"Financial Literacy and Robotics Mentoring Day",2024-11-22,Completed
"Digital Literacy Expo",2024-04-16,Completed
"Teaching Excellence Orientation",2024-09-01,Completed
"Future-Ready Career Development Bootcamp",2023-01-18,Completed
"College Debate Conference",2024-06-14,Completed
"University-Wide Community Outreach Expo",2026-02-26,Completed
"Psychology and Teaching Excellence Training",2024-10-04,Completed
"Inclusive Education and Volunteerism Bootcamp",2023-03-03,Completed
"STEM and Engineering Design Congress",2026-02-04,Completed
"Community Career Development Workshop",2025-06-12,Completed
"Debate Fair",2025-06-21,Completed
"Digital Literacy and Health Awareness Colloquium",2023-05-22,Completed
"Leadership Training",2025-09-03,Completed
"Financial Literacy Symposium",2026-03-18,Completed
"Hospitality Colloquium",2024-01-11,Completed
"Creative Research Assembly",2026-05-29,Upcoming
"Psychology and Entrepreneurship Mentoring Day",2024-05-10,Completed
"Industry-Academe Sustainability Expo",2026-01-25,Completed
"Arts and Culture Training",2023-01-19,Completed
"Career Development Summit",2025-06-17,Completed
"Science Education Series",2025-09-30,Completed
"Athletics and Teacher Training Assembly",2023-12-18,Completed
"Interdepartmental Sustainability Orientation",2024-08-11,Completed
"Community Outreach and Public Speaking Congress",2023-11-12,Completed
"Hospitality and Career Development Orientation",2023-08-21,Completed
"University-Wide Campus Journalism Seminar",2026-02-08,Completed
"University-Wide Inclusive Education Mentoring Day",2024-07-27,Completed
"Inclusive Education Conference",2024-10-30,Completed
"Student Community Outreach Series",2025-05-14,Completed
"Annual Wellness Conference",2026-09-24,Upcoming
"Regional Career Development Forum",2024-01-22,Completed
"Business Management and Health Awareness Orientation",2023-09-21,Completed
"Sustainability and Disaster Preparedness Expo",2025-07-26,Completed
"Young Leaders Sustainability Summit",2024-10-13,Completed
"Environmental Awareness and Volunteerism Orientation",2025-04-30,Completed
"Annual Sustainability Assembly",2024-09-26,Completed
"Disaster Preparedness and Public Speaking Forum",2025-01-06,Completed
"Student Nursing Care Bootcamp",2025-06-04,Completed
"Annual Engineering Design Dialogue",2023-03-05,Completed
"Interdepartmental Digital Literacy Training",2025-04-10,Completed
"Interdepartmental Community Outreach Camp",2026-01-19,Completed
"Campus Journalism and Media Production Camp",2023-12-31,Completed
"Leadership and Digital Literacy Seminar",2026-10-26,Upcoming
"Inclusive Financial Literacy Colloquium",2025-03-12,Completed
"Student Government Conference",2023-12-03,Completed
"Inclusive Wellness Orientation",2025-10-14,Completed
"Media Production and Tourism Congress",2025-03-11,Completed
"Media Production and Service Learning Learning Session",2024-10-26,Completed
"Volunteerism Showcase",2026-08-21,Upcoming
"Research Training",2023-05-24,Completed
"Arts and Culture Dialogue",2025-09-15,Completed
"Regional Service Learning Forum",2024-02-09,Completed
"Student STEM Congress",2023-01-14,Completed
"Young Leaders Science Education Series",2023-07-10,Completed
"Academic Excellence Summit",2026-08-01,Upcoming
"Data Analytics Expo",2025-01-29,Completed
"Teaching Excellence Assembly",2026-03-21,Completed
"Language and Literature Forum",2025-11-15,Completed
"Business Management and Financial Literacy Forum",2023-09-22,Completed
"Financial Literacy Forum",2025-10-31,Completed
"Arts and Culture Showcase",2025-12-13,Completed
"Health Awareness Conference",2026-09-10,Upcoming
"Digital Literacy Series",2026-08-29,Upcoming
"Financial Literacy Fair",2024-04-26,Completed
"Debate Mentoring Day",2025-05-14,Completed
"Faculty Business Management Symposium",2026-11-18,Upcoming
"Athletics and Health Awareness Conference",2023-08-23,Completed
"Data Analytics Learning Session",2026-04-26,Upcoming
"Sustainability and Inclusive Education Dialogue",2026-07-31,Upcoming
"Campus Public Speaking Colloquium",2026-11-24,Upcoming
"STEM Dialogue",2023-06-08,Completed
"Financial Literacy Series",2024-01-02,Completed
"Language and Literature and Digital Literacy Colloquium",2026-10-16,Upcoming
"Engineering Design Symposium",2023-02-08,Completed
"Service Learning Series",2025-09-25,Completed
"Annual Environmental Awareness Assembly",2024-05-25,Completed
"Alumni Engagement and Wellness Orientation",2025-08-24,Completed
"Sustainability Seminar",2025-07-22,Completed
"Service Learning Showcase",2023-09-16,Completed
"Sustainability Conference",2024-01-11,Completed
"Inclusive Psychology Learning Session",2023-08-23,Completed
"Creative Robotics Symposium",2024-05-17,Completed
"Inclusive Language and Literature Summit",2026-04-16,Completed
"Community Outreach Training",2024-02-10,Completed
"Student Government Colloquium",2024-12-19,Completed
"Teaching Excellence and Arts and Culture Expo",2023-04-27,Completed
"Environmental Awareness Training",2024-11-22,Completed
"STEM Expo",2024-03-24,Completed
"Language and Literature and Cybersecurity Symposium",2023-06-10,Completed
"Industry-Academe Student Government Series",2023-09-01,Completed
"Psychology Workshop",2024-10-18,Completed
"Data Analytics and Teaching Excellence Seminar",2024-09-04,Completed
"College Data Analytics Bootcamp",2025-03-22,Completed
"STEM and Nursing Care Fair",2026-09-07,Upcoming
"Applied Alumni Engagement Fair",2026-11-12,Upcoming
"Creative Business Management Seminar",2023-01-24,Completed
"Student Government Forum",2026-04-03,Completed
"Community Disaster Preparedness Summit",2023-06-24,Completed
"Service Learning Assembly",2023-06-01,Completed
"Nursing Care and Business Management Camp",2023-12-05,Completed
"Young Leaders Student Government Symposium",2023-10-07,Completed
"Alumni Engagement Expo",2024-01-09,Completed
"Applied Disaster Preparedness Learning Session",2026-05-28,Upcoming
"Robotics Forum",2026-05-02,Upcoming
"Wellness and Teaching Excellence Fair",2025-03-09,Completed
"University-Wide Athletics Learning Session",2024-05-23,Completed
"Financial Literacy Summit",2026-03-21,Completed
"Inclusive Public Speaking Expo",2025-05-25,Completed
"Industry-Academe Wellness Forum",2026-09-07,Upcoming
"Leadership Forum",2023-06-09,Completed
"Future-Ready Career Development Expo",2026-10-10,Upcoming
"Environmental Awareness and Nursing Care Symposium",2025-02-19,Completed
"College Nursing Care Seminar",2024-03-17,Completed
"Athletics Learning Session",2023-02-15,Completed
"Public Speaking Assembly",2023-09-05,Completed
"Science Education Seminar",2026-11-24,Upcoming
"Service Learning and Arts and Culture Training",2025-09-30,Completed
"Industry-Academe Student Government Assembly",2026-08-23,Upcoming
"Science Education and Career Development Symposium",2025-12-30,Completed
"Campus Journalism and Arts and Culture Fair",2024-02-04,Completed
"Service Learning Colloquium",2026-09-21,Upcoming
"Interdepartmental Mental Health Mentoring Day",2023-03-08,Completed
"Business Management Training",2026-10-27,Upcoming
"Faculty Sustainability Orientation",2024-12-11,Completed
"Hospitality and Public Speaking Series",2026-08-29,Upcoming
"Athletics and STEM Conference",2023-02-09,Completed
"Industry-Academe Athletics Forum",2026-10-13,Upcoming
"Business Management Dialogue",2025-07-31,Completed
"Leadership Bootcamp",2024-05-09,Completed
"Wellness and Environmental Awareness Colloquium",2023-02-14,Completed
"Industry-Academe Leadership Camp",2023-12-21,Completed
"Future-Ready Research Fair",2025-11-12,Completed
"Regional Entrepreneurship Showcase",2025-05-01,Completed
"Teaching Excellence Expo",2023-01-08,Completed
"STEM and Wellness Camp",2025-11-23,Completed
"Research and Entrepreneurship Forum",2024-12-16,Completed
"Science Education Fair",2025-10-23,Completed
"Hospitality and Debate Mentoring Day",2023-02-02,Completed
"Industry-Academe Financial Literacy Camp",2023-08-07,Completed
"Faculty Business Management Assembly",2026-08-02,Upcoming
"Future-Ready Public Speaking Congress",2026-07-05,Upcoming
"Career Development Conference",2025-03-16,Completed
"Debate Workshop",2024-02-22,Completed
"Business Management and Career Development Conference",2025-05-06,Completed
"Service Learning Orientation",2024-06-14,Completed
"University-Wide Academic Excellence Camp",2026-09-30,Upcoming
"Entrepreneurship Fair",2025-12-22,Completed
"Applied Community Outreach Symposium",2026-01-24,Completed
"Creative Academic Excellence Series",2025-06-22,Completed
"Faculty Disaster Preparedness Summit",2024-06-26,Completed
"Engineering Design Series",2023-01-16,Completed
"Interdepartmental Digital Literacy Conference",2026-04-14,Completed
"Creative Academic Excellence Symposium",2023-04-14,Completed
"Community Debate Expo",2023-07-09,Completed
"Interdepartmental Research Workshop",2023-10-22,Completed
"Environmental Awareness Bootcamp",2025-08-11,Completed
"Academic Excellence Summit",2023-10-22,Completed
"Applied Disaster Preparedness Seminar",2023-09-15,Completed
"Environmental Awareness and Engineering Design Bootcamp",2025-07-24,Completed
"Psychology and Environmental Awareness Orientation",2025-06-11,Completed
"Regional Debate Bootcamp",2024-04-25,Completed
"Disaster Preparedness Congress",2025-05-14,Completed
"Community Service Learning Orientation",2023-11-14,Completed
"Community Outreach and Financial Literacy Workshop",2026-05-12,Upcoming
"Arts and Culture and Public Speaking Fair",2023-06-30,Completed
"Wellness and Volunteerism Colloquium",2026-04-27,Upcoming
"Campus Nursing Care Mentoring Day",2023-05-19,Completed
"Financial Literacy and Career Development Learning Session",2024-08-02,Completed
"Psychology and Entrepreneurship Congress",2025-08-03,Completed
"Inclusive Education and Innovation Learning Session",2025-07-18,Completed
"Campus Journalism and Inclusive Education Congress",2025-07-01,Completed
"Cybersecurity and Disaster Preparedness Camp",2024-01-22,Completed
"Science Education Learning Session",2023-05-01,Completed
"Industry-Academe Athletics Conference",2024-09-01,Completed
"Student Government Seminar",2025-02-02,Completed
"Inclusive Education Conference",2024-05-12,Completed
"Public Speaking Series",2024-03-15,Completed
"Engineering Design and Arts and Culture Colloquium",2025-04-01,Completed
"Environmental Awareness and Psychology Learning Session",2025-11-07,Completed
"Leadership Camp",2026-07-02,Upcoming
"Community Arts and Culture Summit",2023-12-02,Completed
"College Campus Journalism Camp",2024-12-23,Completed
"Teacher Training Seminar",2025-02-04,Completed
"Campus Journalism Dialogue",2026-02-06,Completed
"Environmental Awareness and Financial Literacy Mentoring Day",2024-05-07,Completed
"Digital Literacy Symposium",2025-01-29,Completed
"Health Awareness Series",2026-08-12,Upcoming
"Career Development Fair",2023-07-21,Completed
"Public Speaking and Robotics Summit",2024-05-24,Completed
"Sustainability and Health Awareness Camp",2025-01-29,Completed
"Student Government Conference",2023-02-22,Completed
"Interdepartmental Teaching Excellence Fair",2026-06-25,Upcoming
"Nursing Care Fair",2026-05-15,Upcoming
"College Engineering Design Summit",2023-06-06,Completed
"Digital Literacy Expo",2023-07-23,Completed
"Teacher Training Conference",2026-11-11,Upcoming
"Nursing Care Bootcamp",2024-10-04,Completed
"Regional Alumni Engagement Camp",2023-11-26,Completed
"Student Environmental Awareness Summit",2026-07-04,Upcoming
"Leadership Summit",2026-04-11,Completed
"Inclusive Education Expo",2025-02-13,Completed
"Psychology Congress",2024-11-13,Completed
"University-Wide Athletics Training",2026-12-23,Upcoming
"Creative Research Showcase",2023-10-23,Completed
"Public Speaking and Athletics Series",2026-04-22,Upcoming
"Inclusive Education and Nursing Care Conference",2026-09-29,Upcoming
"Teaching Excellence and Engineering Design Expo",2023-11-16,Completed
"Campus Journalism Congress",2024-07-25,Completed
"Sustainability and Academic Excellence Training",2023-10-31,Completed
"Language and Literature Fair",2026-04-30,Upcoming
"Campus Debate Expo",2023-09-11,Completed
"Future-Ready Innovation Expo",2025-01-07,Completed
"Entrepreneurship Showcase",2026-09-15,Upcoming
"Business Management Assembly",2025-09-01,Completed
"Industry-Academe Media Production Symposium",2023-09-07,Completed
"Hospitality Camp",2024-06-24,Completed
"Disaster Preparedness and Campus Journalism Expo",2024-02-25,Completed
"Young Leaders Psychology Orientation",2025-10-24,Completed
"Athletics and Career Development Dialogue",2023-08-19,Completed
"Public Speaking and Nursing Care Bootcamp",2025-02-03,Completed
"Teacher Training and Sustainability Conference",2026-06-05,Upcoming
"Wellness Seminar",2026-06-09,Upcoming
"Public Speaking Orientation",2024-01-30,Completed
"Student Government and Arts and Culture Forum",2026-08-06,Upcoming
"Wellness Workshop",2025-12-18,Completed
"Cybersecurity Dialogue",2024-01-20,Completed
"Community Outreach Showcase",2024-11-09,Completed
"Robotics Summit",2023-11-21,Completed
"Digital Literacy and Inclusive Education Orientation",2026-04-10,Completed
"Applied Mental Health Assembly",2025-03-05,Completed
"Psychology and Business Management Orientation",2025-01-03,Completed
